"","year","iso2c","country.x","nominal.exchange.rate","GDP.per.capita","total.reserves.outof.total.external.debt","external.Debt/GNI","polity2","US.3m.treasury.yield","currency.crisis","lag.GDP.per.capita","lag.total.reserves"
"1420",1998,"CO","Colombia",111.41518913495,4976.5982645014,26.1696184216059,34.5978207085559,7,"4.90083333333333",0,5023.77765143468,30.6630998340312
"1540",1999,"CO","Colombia",96.56058023093,4697.31594296908,23.2009521522187,41.2479818786534,7,"4.76833333333333",0,4976.5982645014,26.1696184216059
"1755",2000,"CO","Colombia",86.01940351733,4764.74369711815,26.1728270923109,35.2086072315202,7,"5.99845",0,4697.31594296908,23.2009521522187
"1907",2001,"CO","Colombia",81.10373319663,4775.55286547157,27.9174370315221,38.3111325021077,7,"3.47681166666667",0,4764.74369711815,26.1728270923109
"2079",2002,"CO","Colombia",79.88666102173,4826.4154034819,32.2162560565045,35.321450117327,7,"1.63307666666667",0,4775.55286547157,27.9174370315221
"2245",2003,"CO","Colombia",69.17957598986,4946.55589731379,29.195208013172,40.9000320855764,7,"1.02120833333333",0,4826.4154034819,32.2162560565045
"2443",2004,"CO","Colombia",74.78324376145,5140.59800833067,35.3286538853392,33.9056778281249,7,"1.38919166666667",0,4946.55589731379,29.195208013172
"2633",2005,"CO","Colombia",83.72351343755,5312.72454031219,39.7991178037781,26.591979867977,7,"3.21279166666667",0,5140.59800833067,35.3286538853392
"2810",2006,"CO","Colombia",81.77950138159,5601.70734584493,40.1814727791539,24.4859847625392,7,"4.84720833333333",0,5312.72454031219,39.7991178037781
"3085",2007,"CO","Colombia",90.00249743966,5912.6675606548,47.4884060979521,22.0975142584565,7,"4.45216666666667",0,5601.70734584493,40.1814727791539
"3263",2008,"CO","Colombia",93.41301989193,6033.59382454419,50.5398364120995,19.9784482841672,7,"1.36541666666667",0,5912.6675606548,47.4884060979521
"3433",2009,"CO","Colombia",88.68857373841,6037.12980951064,46.7280580840193,23.7186734418292,7,"0.142583333333333",0,6033.59382454419,50.5398364120995
"3518",2010,"CO","Colombia",100,6230.73836562837,43.713474082196,23.2887254151559,7,"0.13375",0,6037.12980951064,46.7280580840193
"3708",2011,"CO","Colombia",104.13690366356,6619.05448271714,41.8971501166802,23.795954200158,7,"0.051325",0,6230.73836562837,43.713474082196
"3884",2012,"CO","Colombia",110.34050750685,6807.74349427309,46.6458943010661,22.364855582572,7,"0.0836666666666667",0,6619.05448271714,41.8971501166802
"4012",2013,"CO","Colombia",110.28609772844,7049.25073415151,46.8791385648679,25.1567048277207,7,"0.0535416666666667",0,6807.74349427309,46.6458943010661
"4177",2014,"CO","Colombia",105.88705807021,7313.21374233506,45.1359873355295,28.3608975474784,7,"0.0308333333333333",0,7049.25073415151,46.8791385648679
"4413",2015,"CO","Colombia",85.04683076365,7461.19804068054,40.8412840020939,39.5903613034723,7,"0.0488888888888889",1,7313.21374233506,45.1359873355295
"31",1990,"CR","Costa Rica",359.30883333333,4921.58385928866,13.6479050280825,53.7821379911091,10,"7.74166666666667",0,7461.19804068054,40.8412840020939
"275",1991,"CR","Costa Rica",290.44316958698,4906.84624792223,22.6707733610331,58.7069389867197,10,"5.53416666666667",1,4921.58385928866,13.6479050280825
"397",1992,"CR","Costa Rica",283.7155968552,5223.52904521944,25.7039164278212,48.2146724965578,10,"3.50833333333333",0,4906.84624792223,22.6707733610331
"635",1993,"CR","Costa Rica",306.24717733872,5453.88228002474,26.353508568334,42.283842826106,10,"3.06416666666667",0,5223.52904521944,25.7039164278212
"818",1994,"CR","Costa Rica",312.44724517642,5557.73794153539,22.8163985726199,38.5454489688419,10,"4.34833333333333",0,5453.88228002474,26.353508568334
"1011",1995,"CR","Costa Rica",275.69423133745,5646.31170960958,27.4713235725503,34.1752740693171,10,"5.65333333333333",0,5557.73794153539,22.8163985726199
"1134",1996,"CR","Costa Rica",246.26667589784,5579.83319550822,28.3689635624773,30.8580466909224,10,"5.13666666666667",0,5646.31170960958,27.4713235725503
"1298",1997,"CR","Costa Rica",227.95455949967,5752.8060583275,36.0114096286053,28.4930604859748,10,"5.1975",0,5579.83319550822,28.3689635624773
"1486",1998,"CR","Costa Rica",214.35397425572,6015.0424962878,26.859100059458,30.1256429657163,10,"4.90083333333333",0,5752.8060583275,36.0114096286053
"1671",1999,"CR","Costa Rica",195.05024599563,6120.08410330495,34.6602137732425,34.064103602607,10,"4.76833333333333",0,6015.0424962878,26.859100059458
"1834",2000,"CR","Costa Rica",185.02574110342,6230.47946830989,28.0942376645604,32.9589567095406,10,"5.99845",0,6120.08410330495,34.6602137732425
"2038",2001,"CR","Costa Rica",178.0180741914,6332.83689335922,27.2250697091336,32.2236052938904,10,"3.47681166666667",0,6230.47946830989,28.0942376645604
"2209",2002,"CR","Costa Rica",162.59796510528,6434.392113022,29.6278613182082,32.2404460928878,10,"1.63307666666667",0,6332.83689335922,27.2250697091336
"2388",2003,"CR","Costa Rica",142.35251146353,6606.15650956914,32.5613992804398,34.4773734722046,10,"1.02120833333333",0,6434.392113022,29.6278613182082
"2536",2004,"CR","Costa Rica",126.10681029461,6792.10987440625,33.6674097495417,32.2263740629348,10,"1.38919166666667",0,6606.15650956914,32.5613992804398
"2688",2005,"CR","Costa Rica",114.73745176506,6954.03922247054,35.6751802754232,33.8613964801507,10,"3.21279166666667",0,6792.10987440625,33.6674097495417
"2875",2006,"CR","Costa Rica",106.47554049601,7351.86088206596,44.5697196956591,31.9474755020291,10,"4.84720833333333",0,6954.03922247054,35.6751802754232
"3064",2007,"CR","Costa Rica",101.8141288153,7841.92585958743,48.9285300339373,32.2981750036759,10,"4.45216666666667",0,7351.86088206596,44.5697196956591
"3202",2008,"CR","Costa Rica",97.22682135243,8095.30972591336,42.9983389229382,29.4442575582923,10,"1.36541666666667",0,7841.92585958743,48.9285300339373
"3400",2009,"CR","Costa Rica",92.24002268978,7911.79519960657,52.3983415191568,26.2626442039976,10,"0.142583333333333",0,8095.30972591336,42.9983389229382
"3505",2010,"CR","Costa Rica",100,8199.41462069479,56.7453874173527,22.6134417121885,10,"0.13375",0,7911.79519960657,52.3983415191568
"3736",2011,"CR","Costa Rica",100.85738924625,8449.96261172523,46.3014426826532,25.1612349176898,10,"0.051325",0,8199.41462069479,56.7453874173527
"3899",2012,"CR","Costa Rica",104.0019186932,8753.225624203,47.9141809442076,31.8060874864849,10,"0.0836666666666667",0,8449.96261172523,46.3014426826532
"4103",2013,"CR","Costa Rica",105.23759024009,8852.40112142753,42.7841455886262,35.7795626847443,10,"0.0535416666666667",0,8753.225624203,47.9141809442076
"4315",2014,"CR","Costa Rica",98.62226306857,9065.02645161831,36.5652569742252,40.6122564890949,10,"0.0308333333333333",0,8852.40112142753,42.7841455886262
"4426",2015,"CR","Costa Rica",107.98465834085,9296.00573554268,33.2104146991921,44.9920175612674,10,"0.0488888888888889",0,9065.02645161831,36.5652569742252
"170",1991,"DO","Dominican Republic",233.93889396932,2656.09589335088,9.74532638392473,49.1154521556911,6,"5.53416666666667",1,2683.2563448664,1.5280958175232
"332",1992,"DO","Dominican Republic",247.12846309998,2897.60003176365,10.7245226121956,43.4836761759448,6,"3.50833333333333",0,2656.09589335088,9.74532638392473
"545",1993,"DO","Dominican Republic",270.93967994696,3052.58167442577,13.2784557376359,40.3710378936835,6,"3.06416666666667",0,2897.60003176365,10.7245226121956
"735",1994,"DO","Dominican Republic",280.98235308392,3074.76345706877,5.93404880217554,31.5731760069019,5,"4.34833333333333",0,3052.58167442577,13.2784557376359
"937",1995,"DO","Dominican Republic",271.5353232084,3192.19325776779,8.22051612512259,29.0769722500043,5,"5.65333333333333",0,3074.76345706877,5.93404880217554
"1059",1996,"DO","Dominican Republic",273.96303882979,3325.42350390519,8.0866619224108,25.3619865800874,8,"5.13666666666667",0,3192.19325776779,8.22051612512259
"1305",1997,"DO","Dominican Republic",272.42326206126,3561.30158752471,9.19396188829042,22.9273113101225,8,"5.1975",0,3325.42350390519,8.0866619224108
"1404",1998,"DO","Dominican Republic",259.67676776062,3739.54384735999,11.335577849172,22.0581941460816,8,"4.90083333333333",0,3561.30158752471,9.19396188829042
"1591",1999,"DO","Dominican Republic",247.54089002183,3899.28832614306,14.584513757001,23.1238473647133,8,"4.76833333333333",0,3739.54384735999,11.335577849172
"1737",2000,"DO","Dominican Republic",246.94894039076,4017.43116900421,13.6885269559038,20.1176802100563,8,"5.99845",0,3899.28832614306,14.584513757001
"1903",2001,"DO","Dominican Republic",243.27635840885,4052.58149162277,21.1905961144867,21.8998896503767,8,"3.47681166666667",0,4017.43116900421,13.6885269559038
"2068",2002,"DO","Dominican Republic",221.563668734,4169.9455515898,7.2196080985324,25.865397342463,8,"1.63307666666667",0,4052.58149162277,21.1905961144867
"2282",2003,"DO","Dominican Republic",133.80422758916,4051.68313744199,3.84155226612759,36.5974675402269,8,"1.02120833333333",1,4169.9455515898,7.2196080985324
"2430",2004,"DO","Dominican Republic",95.41042776895,4094.07625675253,10.5694320650498,38.6602736213013,8,"1.38919166666667",1,4051.68313744199,3.84155226612759
"2606",2005,"DO","Dominican Republic",126.92351546371,4414.81208536401,24.8954762689644,24.1490580029986,8,"3.21279166666667",0,4094.07625675253,10.5694320650498
"2785",2006,"DO","Dominican Republic",114.43399707692,4751.04136303466,24.6796459518409,27.0372381086637,8,"4.84720833333333",0,4414.81208536401,24.8954762689644
"2987",2007,"DO","Dominican Republic",112.61003632968,5031.95369694197,28.328892771433,25.5985118337247,8,"4.45216666666667",0,4751.04136303466,24.6796459518409
"3149",2008,"DO","Dominican Republic",106.29421247369,5122.22509033393,25.3975064449844,22.7962086804141,8,"1.36541666666667",0,5031.95369694197,28.328892771433
"3432",2009,"DO","Dominican Republic",104.37634118355,5101.21675158363,30.2026374987529,25.4075609285069,8,"0.142583333333333",0,5122.22509033393,25.3975064449844
"3481",2010,"DO","Dominican Republic",100,5453.92686069139,28.7026276676967,25.9601159599935,8,"0.13375",0,5101.21675158363,30.2026374987529
"3723",2011,"DO","Dominican Republic",95.7364437141,5552.39562745374,27.2526962592326,27.2062267394969,8,"0.051325",0,5453.92686069139,28.7026276676967
"3829",2012,"DO","Dominican Republic",94.57026790854,5631.46806865563,16.1013194723584,37.9660155803194,8,"0.0836666666666667",0,5552.39562745374,27.2526962592326
"4016",2013,"DO","Dominican Republic",89.54371136816,5833.43517086176,19.6204233165411,40.6108578503921,8,"0.0535416666666667",0,5631.46806865563,16.1013194723584
"4254",2014,"DO","Dominican Republic",86.5569121642,6203.72597109496,18.5073996105409,42.381212508461,8,"0.0308333333333333",0,5833.43517086176,19.6204233165411
"4416",2015,"DO","Dominican Republic",88.2891677356,6562.76709405155,19.7536898666942,40.9655287297786,8,"0.0488888888888889",0,6203.72597109496,18.5073996105409
"45",1990,"DZ","Algeria",665.40333333333,3550.03267154172,9.60248235994714,46.9583269931094,-2,"7.74166666666667",0,6562.76709405155,19.7536898666942
"207",1991,"DZ","Algeria",331.4577118403,3422.63861820934,12.144518514118,65.5011495655771,-2,"5.53416666666667",1,3550.03267154172,9.60248235994714
"345",1992,"DZ","Algeria",268.07836658653,3403.90345222401,12.1293083434191,59.6624780802657,-7,"3.50833333333333",1,3422.63861820934,12.144518514118
"614",1993,"DZ","Algeria",277.77604692442,3259.84367977166,13.913282330517,54.5157625979335,-7,"3.06416666666667",0,3403.90345222401,12.1293083434191
"721",1994,"DZ","Algeria",196.87624434883,3164.8985771543,15.9166044112977,74.108305944138,-7,"4.34833333333333",1,3259.84367977166,13.913282330517
"979",1995,"DZ","Algeria",129.95264435583,3223.55756040321,12.5995148834473,83.5179336359293,-3,"5.65333333333333",1,3164.8985771543,15.9166044112977
"1113",1996,"DZ","Algeria",116.54437063422,3297.86337455833,18.7094608848945,75.8286283866245,-3,"5.13666666666667",0,3223.55756040321,12.5995148834473
"1289",1997,"DZ","Algeria",125.04637367872,3281.10213909542,31.2817907854261,67.2410777307288,-3,"5.1975",0,3297.86337455833,18.7094608848945
"1428",1998,"DZ","Algeria",130.93086201137,3397.41019779189,27.5383738054729,66.4520552208302,-3,"4.90083333333333",0,3281.10213909542,31.2817907854261
"1603",1999,"DZ","Algeria",123.68914453148,3457.13704649758,21.7874361033414,60.8606962848629,-3,"4.76833333333333",0,3397.41019779189,27.5383738054729
"1791",2000,"DZ","Algeria",123.16292527552,3541.07203679729,53.229316550713,48.9002508982199,-3,"5.99845",0,3457.13704649758,21.7874361033414
"1940",2001,"DZ","Algeria",127.46507434047,3600.4372541096,86.2542677033346,42.8087819529583,-3,"3.47681166666667",0,3541.07203679729,53.229316550713
"2115",2002,"DZ","Algeria",120.79299839945,3754.51627515001,109.136664963163,42.2323310004456,-3,"1.63307666666667",0,3600.4372541096,86.2542677033346
"2317",2003,"DZ","Algeria",109.55281846879,3974.17503202227,149.102752488421,36.3536673424558,-3,"1.02120833333333",0,3754.51627515001,109.136664963163
"2452",2004,"DZ","Algeria",109.14024318527,4091.1442350798,203.738246004686,27.4128268893399,2,"1.38919166666667",0,3974.17503202227,149.102752488421
"2614",2005,"DZ","Algeria",105.79745189154,4273.31275146765,346.160023113365,17.4216329368959,2,"3.21279166666667",0,4091.1442350798,203.738246004686
"2751",2006,"DZ","Algeria",106.03557700124,4282.32823091748,1378.19996723136,5.26101754899538,2,"4.84720833333333",0,4273.31275146765,346.160023113365
"2932",2007,"DZ","Algeria",104.13267708807,4359.37574752245,1874.18728417037,4.61241818954026,2,"4.45216666666667",0,4282.32823091748,1378.19996723136
"3115",2008,"DZ","Algeria",106.62438469186,4390.49963275957,2370.94490044538,3.67932780056518,2,"1.36541666666667",0,4359.37574752245,1874.18728417037
"3382",2009,"DZ","Algeria",100.91713313847,4386.03889558891,2090.2044622526,5.46062145296824,2,"0.142583333333333",0,4390.49963275957,2370.94490044538
"3596",2010,"DZ","Algeria",100,4463.39467488951,2347.84655941863,4.51456412128456,2,"0.13375",0,4386.03889558891,2090.2044622526
"3770",2011,"DZ","Algeria",98.25218248626,4504.92009813206,3155.47340910884,3.06452264886276,2,"0.051325",0,4463.39467488951,2347.84655941863
"3822",2012,"DZ","Algeria",97.67820647384,4564.43501678967,3636.69826375642,2.68825409519682,2,"0.0836666666666667",0,4504.92009813206,3155.47340910884
"4077",2013,"DZ","Algeria",95.00509967992,4596.21962738807,3840.1202794099,2.55561682668143,2,"0.0535416666666667",0,4564.43501678967,3636.69826375642
"4280",2014,"DZ","Algeria",96.00964507516,4675.88502447667,3375.1222755594,2.63969432321759,2,"0.0308333333333333",0,4596.21962738807,3840.1202794099
"4482",2015,"DZ","Algeria",89.59685758493,4759.5952415194,3223.79211101251,2.89389844843529,2,"0.0488888888888889",0,4675.88502447667,3375.1222755594
"966",1995,"EC","Ecuador",102.931034004,3847.50729154488,10.515253284461,72.3221600047162,9,"5.65333333333333",0,3844.78443886709,11.0630481904586
"1120",1996,"EC","Ecuador",105.98858204883,3832.76268967717,11.5276622879414,72.0907797544353,9,"5.13666666666667",0,3847.50729154488,10.515253284461
"1297",1997,"EC","Ecuador",111.00382531754,3917.65599711645,12.0562068128342,67.6455680363549,8,"5.1975",0,3832.76268967717,11.5276622879414
"1382",1998,"EC","Ecuador",118.40666085943,3966.17348925464,9.3769845679778,69.1677876864087,9,"4.90083333333333",0,3917.65599711645,12.0562068128342
"1609",1999,"EC","Ecuador",116.72239877562,3706.64977662317,9.85237959882077,104.478230799443,9,"4.76833333333333",0,3966.17348925464,9.3769845679778
"1784",2000,"EC","Ecuador",118.02598952406,3678.90231648583,6.88929975926954,101.161205727031,6,"5.99845",0,3706.64977662317,9.85237959882077
"1960",2001,"EC","Ecuador",122.22800998555,3759.89486102751,6.04999046127767,76.7047266828337,6,"3.47681166666667",0,3678.90231648583,6.88929975926954
"2176",2002,"EC","Ecuador",121.96543747228,3848.26684555854,5.14656249977874,71.4951564577602,6,"1.63307666666667",0,3759.89486102751,6.04999046127767
"2379",2003,"EC","Ecuador",117.87896752738,3888.34190144515,5.85417797765918,64.3365085704456,6,"1.02120833333333",0,3848.26684555854,5.14656249977874
"2460",2004,"EC","Ecuador",114.74966939305,4139.08057299158,7.00275983457719,59.1681114267125,6,"1.38919166666667",0,3888.34190144515,5.85417797765918
"2690",2005,"EC","Ecuador",113.45819685317,4286.51524651782,10.5512238729379,51.2879332764422,6,"3.21279166666667",0,4139.08057299158,7.00275983457719
"2838",2006,"EC","Ecuador",111.98184700898,4400.85960185133,9.9728875231635,45.1818468154989,7,"4.84720833333333",0,4286.51524651782,10.5512238729379
"3096",2007,"EC","Ecuador",106.90081116714,4421.90242783833,16.7308141007944,42.9102053649695,5,"4.45216666666667",0,4400.85960185133,9.9728875231635
"3256",2008,"EC","Ecuador",101.02332093776,4624.19657905439,23.4794102405607,31.5745264397545,5,"1.36541666666667",0,4421.90242783833,16.7308141007944
"3437",2009,"EC","Ecuador",102.65801992654,4573.2470841831,28.4041939512869,21.7971853647096,5,"0.142583333333333",0,4624.19657905439,23.4794102405607
"3569",2010,"EC","Ecuador",100.01179298818,4657.3023611471,17.4302087295046,21.9586506936815,5,"0.13375",0,4573.2470841831,28.4041939512869
"3793",2011,"EC","Ecuador",95.04967162383,4943.4227039141,18.6052631893487,20.3778707575551,5,"0.051325",0,4657.3023611471,17.4302087295046
"3860",2012,"EC","Ecuador",95.87360404067,5140.26290700856,15.1584172375522,18.9329081999449,5,"0.0836666666666667",0,4943.4227039141,18.6052631893487
"4089",2013,"EC","Ecuador",96.23352149734,5311.21212093938,23.3412627362269,19.8583117875728,5,"0.0535416666666667",0,5140.26290700856,15.1584172375522
"4306",2014,"EC","Ecuador",97.50282814611,5428.71403106294,16.3196955031705,24.108884949212,5,"0.0308333333333333",0,5311.21212093938,23.3412627362269
"4468",2015,"EC","Ecuador",103.66216712466,5352.87645717309,9.10752513175788,27.9942172339219,5,"0.0488888888888889",0,5428.71403106294,16.3196955031705
"321",1991,"FJ","Fiji",136.22393985938,2820.84003366271,96.3183915006674,20.986028609944,5,"5.53416666666667",0,2926.35162098871,82.1009730293787
"476",1992,"FJ","Fiji",133.92018609464,2956.49941185905,123.194504724456,17.3729835488977,5,"3.50833333333333",0,2820.84003366271,96.3183915006674
"602",1993,"FJ","Fiji",135.05102340136,2977.50254445115,109.551395370779,15.5735109669609,5,"3.06416666666667",0,2956.49941185905,123.194504724456
"763",1994,"FJ","Fiji",138.4417449098,3085.86438143906,138.90271628206,11.3193426200754,5,"4.34833333333333",0,2977.50254445115,109.551395370779
"957",1995,"FJ","Fiji",137.36315983183,3122.91340774269,190.463095490297,9.49808018793681,5,"5.65333333333333",0,3085.86438143906,138.90271628206
"1118",1996,"FJ","Fiji",137.90157985202,3235.35729998179,257.905223704065,7.88887504589324,5,"5.13666666666667",0,3122.91340774269,190.463095490297
"1280",1997,"FJ","Fiji",140.94787209926,3130.72019088012,227.987895025302,7.68923658563692,5,"5.1975",0,3235.35729998179,257.905223704065
"1455",1998,"FJ","Fiji",116.7640615649,3141.87758042866,274.92720917333,8.76645410709669,5,"4.90083333333333",1,3130.72019088012,227.987895025302
"1637",1999,"FJ","Fiji",116.87720535416,3392.17276350373,210.411412547318,10.8583748746084,6,"4.76833333333333",0,3141.87758042866,274.92720917333
"1745",2000,"FJ","Fiji",115.50332779443,3315.06747465363,211.801997703123,11.3270767145067,5,"5.99845",0,3392.17276350373,210.411412547318
"1988",2001,"FJ","Fiji",115.68450394198,3368.93086045079,201.986992061475,11.018837701892,5,"3.47681166666667",0,3315.06747465363,211.801997703123
"2191",2002,"FJ","Fiji",117.5810923486,3470.4582668619,169.806924730188,11.3796809559092,5,"1.63307666666667",0,3368.93086045079,201.986992061475
"2354",2003,"FJ","Fiji",123.42791612521,3501.14096814111,164.10514119813,11.1410540053091,5,"1.02120833333333",0,3470.4582668619,169.806924730188
"2543",2004,"FJ","Fiji",125.47274463054,3678.9257844854,183.163035788905,9.66868917288837,6,"1.38919166666667",0,3501.14096814111,164.10514119813
"2738",2005,"FJ","Fiji",126.10539549234,3689.06738165446,106.156998439091,9.92325739020822,6,"3.21279166666667",0,3678.9257844854,183.163035788905
"2895",2006,"FJ","Fiji",123.94865564771,3732.00347538386,83.9441474395536,12.5165714055255,-3,"4.84720833333333",0,3689.06738165446,106.156998439091
"3095",2007,"FJ","Fiji",123.39033663122,3667.45254127608,132.75425221248,11.9517575325483,-4,"4.45216666666667",0,3732.00347538386,83.9441474395536
"3262",2008,"FJ","Fiji",122.51635381317,3667.86084312716,77.4813692756014,12.1014605184044,-4,"1.36541666666667",0,3667.45254127608,132.75425221248
"3443",2009,"FJ","Fiji",106.08577717068,3580.397018652,102.853485196203,19.3830190467249,-4,"0.142583333333333",0,3667.86084312716,77.4813692756014
"3614",2010,"FJ","Fiji",100,3651.96678405546,118.607734652133,19.9624673576445,-4,"0.13375",0,3580.397018652,102.853485196203
"3790",2011,"FJ","Fiji",99.69628684256,3719.88948038608,93.8375882565473,24.2645052041969,-4,"0.051325",0,3651.96678405546,118.607734652133
"3937",2012,"FJ","Fiji",101.51579681623,3744.27710899852,117.301259073932,20.5319232442995,-4,"0.0836666666666667",0,3719.88948038608,93.8375882565473
"4085",2013,"FJ","Fiji",101.63384373401,3894.26253829577,112.803709573795,20.3234983204426,-4,"0.0535416666666667",0,3744.27710899852,117.301259073932
"4198",2014,"FJ","Fiji",102.07262592267,4084.19978653398,101.080623874385,21.361168834821,2,"0.0308333333333333",0,3894.26253829577,112.803709573795
"4389",2015,"FJ","Fiji",105.37874335884,4211.05887799892,107.865227442522,20.3534498316548,2,"0.0488888888888889",0,4084.19978653398,101.080623874385
"289",1991,"GA","Gabon",166.66305725313,11482.9370464357,7.86213443757484,87.0855469562679,-4,"5.53416666666667",0,11117.0777373171,6.99763110848612
"487",1992,"GA","Gabon",177.22087003415,10835.0960766628,1.96071377561567,79.146763447608,-4,"3.50833333333333",0,11482.9370464357,7.86213443757484
"637",1993,"GA","Gabon",182.85464003554,10969.7815338141,0.149303664865481,103.093788550823,-4,"3.06416666666667",0,10835.0960766628,1.96071377561567
"771",1994,"GA","Gabon",98.03965933862,11085.1948257608,4.31749551760446,112.965570638677,-4,"4.34833333333333",1,10969.7815338141,0.149303664865481
"970",1995,"GA","Gabon",102.1391381753,11342.2071049481,3.50972989157465,101.568292942473,-4,"5.65333333333333",0,11085.1948257608,4.31749551760446
"1143",1996,"GA","Gabon",102.65072579429,11459.4580434804,5.87887628447982,87.432505900929,-4,"5.13666666666667",0,11342.2071049481,3.50972989157465
"1326",1997,"GA","Gabon",98.74160800876,11816.5372904898,6.68964142430809,92.8384391402164,-4,"5.1975",0,11459.4580434804,5.87887628447982
"1454",1998,"GA","Gabon",99.04355605347,11925.7828108198,0.431379316921387,111.590578997121,-4,"4.90083333333333",0,11816.5372904898,6.68964142430809
"1679",1999,"GA","Gabon",97.31048246761,10593.2390717713,0.541275333737739,97.8004400562271,-4,"4.76833333333333",0,11925.7828108198,0.431379316921387
"1717",2000,"GA","Gabon",93.08368430407,10137.5499042882,4.939048359562,91.3952406792173,-4,"5.99845",0,10593.2390717713,0.541275333737739
"1883",2001,"GA","Gabon",93.07533974216,10098.6008551862,0.389924848934432,78.2854853295355,-4,"3.47681166666667",0,10137.5499042882,4.939048359562
"2055",2002,"GA","Gabon",94.56174985238,9823.25171936518,4.12521714933329,72.2734896558785,-4,"1.63307666666667",0,10098.6008551862,0.389924848934432
"2239",2003,"GA","Gabon",98.91538895561,9788.87886565389,5.35541013950496,65.1870858863697,-4,"1.02120833333333",0,9823.25171936518,4.12521714933329
"2416",2004,"GA","Gabon",100.72909270521,9595.85122382378,10.9970856700745,62.1973401477755,-4,"1.38919166666667",0,9788.87886565389,5.35541013950496
"2591",2005,"GA","Gabon",100.20275278372,9579.35508890545,17.3252470908529,45.2005638302373,-4,"3.21279166666667",0,9595.85122382378,10.9970856700745
"2767",2006,"GA","Gabon",100.19316977525,9041.6742621588,26.6834343330367,46.9173215561641,-4,"4.84720833333333",0,9579.35508890545,17.3252470908529
"2958",2007,"GA","Gabon",102.35200169788,9299.46390626373,25.4733187654613,45.8013241887952,-4,"4.45216666666667",0,9041.6742621588,26.6834343330367
"3212",2008,"GA","Gabon",104.30293626659,8715.45571578495,89.8653947360236,16.1229359135613,-4,"1.36541666666667",0,9299.46390626373,25.4733187654613
"3338",2009,"GA","Gabon",103.54339038172,8449.93871076307,85.7506930385931,21.7377031511551,3,"0.142583333333333",0,8715.45571578495,89.8653947360236
"3579",2010,"GA","Gabon",100,8754.11337590957,68.7788056022355,20.2356715837683,3,"0.13375",0,8449.93871076307,85.7506930385931
"3798",2011,"GA","Gabon",100.28481276183,9060.66267261955,77.0911436829133,17.8347576264547,3,"0.051325",0,8754.11337590957,68.7788056022355
"3970",2012,"GA","Gabon",97.77349801879,9212.29155443224,81.9455757864363,18.5644095591708,3,"0.0836666666666667",0,9060.66267261955,77.0911436829133
"4109",2013,"GA","Gabon",100.7096111254,9408.00516911195,69.4756716846948,27.2132369968595,3,"0.0535416666666667",0,9212.29155443224,81.9455757864363
"4276",2014,"GA","Gabon",101.99305950651,9508.1816353576,58.2240964851883,24.7011212374655,3,"0.0308333333333333",0,9408.00516911195,69.4756716846948
"4358",2015,"GA","Gabon",98.83470653002,9598.30422796355,36.8395826249858,38.3615578110893,3,"0.0488888888888889",0,9508.1816353576,58.2240964851883
"1168",1996,"GE","Georgia",66.55891759557,1180.73235803842,14.0579161107157,45.020174688327,5,"5.13666666666667",0,1023.96178598094,16.0043811163773
"1302",1997,"GE","Georgia",79.16779444175,1347.46857668247,13.7613318671,40.2903497665831,5,"5.1975",0,1180.73235803842,14.0579161107157
"1483",1998,"GE","Georgia",85.65546706655,1424.10948755272,8.06251060853736,43.3130195332162,5,"4.90083333333333",0,1347.46857668247,13.7613318671
"1634",1999,"GE","Georgia",72.36974032442,1495.42299605744,7.79906594828755,62.8478731265022,5,"4.76833333333333",1,1424.10948755272,8.06251060853736
"1767",2000,"GE","Georgia",84.09601421018,1552.81883809147,6.35250144563768,57.500782551309,5,"5.99845",0,1495.42299605744,7.79906594828755
"1916",2001,"GE","Georgia",89.88246971583,1652.88108475365,8.48090242045775,58.717855819301,5,"3.47681166666667",0,1552.81883809147,6.35250144563768
"2134",2002,"GE","Georgia",90.13971880398,1759.06984091707,9.93776059482263,59.7060452139933,5,"1.63307666666667",0,1652.88108475365,8.48090242045775
"2280",2003,"GE","Georgia",86.46723077266,1966.82811021376,9.13130517212685,53.6509340126076,5,"1.02120833333333",0,1759.06984091707,9.93776059482263
"2429",2004,"GE","Georgia",91.75625047769,2093.75081320589,16.6914048581623,44.5135319253571,7,"1.38919166666667",0,1966.82811021376,9.13130517212685
"2675",2005,"GE","Georgia",94.20074403392,2309.12893483337,22.2491790452697,33.2343825539486,7,"3.21279166666667",0,2093.75081320589,16.6914048581623
"2781",2006,"GE","Georgia",96.09065066421,2541.07059916466,36.1715543359417,32.5386837748041,7,"4.84720833333333",0,2309.12893483337,22.2491790452697
"2999",2007,"GE","Georgia",96.02784825851,2875.66805588038,45.5701167783915,29.2556057282651,6,"4.45216666666667",0,2541.07059916466,36.1715543359417
"3226",2008,"GE","Georgia",107.92865359066,2954.16553680212,19.1692626440879,61.1712930025093,6,"1.36541666666667",0,2875.66805588038,45.5701167783915
"3393",2009,"GE","Georgia",107.53426591424,2871.7288466634,24.3326748803633,81.4408320215875,6,"0.142583333333333",0,2954.16553680212,19.1692626440879
"3554",2010,"GE","Georgia",100,3073.53427245433,25.7530547991419,77.9351518163246,6,"0.13375",0,2871.7288466634,24.3326748803633
"3730",2011,"GE","Georgia",105.33004779554,3322.03181320618,26.0517560808649,77.2009018121066,6,"0.051325",0,3073.53427245433,25.7530547991419
