"","year","iso2c","country.x","nominal.exchange.rate","GDP.per.capita","total.reserves.outof.total.external.debt","external.Debt/GNI","polity2","US.3m.treasury.yield","currency.crisis","lag.GDP.per.capita","lag.total.reserves"
"4328",2014,"AM","Armenia",97.66264837097,3827.3431953792,17.4088694300746,70.41511960685,5,"0.0308333333333333",0,3710.57574254995,25.9369504792873
"4475",2015,"AM","Armenia",100.45505437753,3935.28877224353,19.8778336562777,81.2189935062518,5,"0.0488888888888889",0,3827.3431953792,17.4088694300746
"648",1993,"BG","Bulgaria",2587.34066676504,3582.85611598934,8.6424854111116,114.483421649897,8,"3.06416666666667",0,3607.79367407921,10.4836145027296
"812",1994,"BG","Bulgaria",1452.36948433965,3660.40197671228,14.2129772333164,103.404200366175,8,"4.34833333333333",1,3582.85611598934,8.6424854111116
"1009",1995,"BG","Bulgaria",1452.36948433965,3781.90349197295,15.7550407682542,82.1654844036821,8,"5.65333333333333",0,3660.40197671228,14.2129772333164
"1176",1996,"BG","Bulgaria",831.38075266254,3828.24642187336,8.33553037173287,106.741809241585,8,"5.13666666666667",1,3781.90349197295,15.7550407682542
"1314",1997,"BG","Bulgaria",80.78802485879,3809.68651346487,22.3917435228963,102.405540525637,8,"5.1975",1,3828.24642187336,8.33553037173287
"1435",1998,"BG","Bulgaria",78.83506107941,4078.68930627734,26.8044993352198,79.4886224860847,8,"4.90083333333333",0,3809.68651346487,22.3917435228963
"1570",1999,"BG","Bulgaria",87.60363126503,3756.75085295718,27.67880272246,88.6139509590134,8,"4.76833333333333",0,4078.68930627734,26.8044993352198
"1716",2000,"BG","Bulgaria",86.8573176042,3955.27580157865,29.2056760849996,93.600843010142,8,"5.99845",0,3756.75085295718,27.67880272246
"1880",2001,"BG","Bulgaria",89.07189839002,4186.92041902769,32.3387287997336,79.9602905666758,9,"3.47681166666667",0,3955.27580157865,29.2056760849996
"2084",2002,"BG","Bulgaria",91.44465783979,4532.8538693831,39.3587142596902,74.0885620451821,9,"1.63307666666667",0,4186.92041902769,32.3387287997336
"2374",2003,"BG","Bulgaria",96.10535603941,4804.48436237995,47.867094780162,66.863963338311,9,"1.02120833333333",0,4532.8538693831,39.3587142596902
"2568",2004,"BG","Bulgaria",97.77647211902,5152.41400784508,56.1790264108686,63.2828409833937,9,"1.38919166666667",0,4804.48436237995,47.867094780162
"2736",2005,"BG","Bulgaria",96.40396219201,5561.16384273605,46.9925699466908,62.2721309522874,9,"3.21279166666667",0,5152.41400784508,56.1790264108686
"2902",2006,"BG","Bulgaria",97.01345083484,5988.77095056511,41.9748077418873,84.1588765692403,9,"4.84720833333333",0,5561.16384273605,46.9925699466908
"3023",2007,"BG","Bulgaria",98.0836410462,6476.05420316886,40.0355487155479,106.4283309291,9,"4.45216666666667",0,5988.77095056511,41.9748077418873
"3144",2008,"BG","Bulgaria",100.16591306347,6914.39843478088,33.7894058033496,101.87609617268,9,"1.36541666666667",0,6476.05420316886,40.0355487155479
"3391",2009,"BG","Bulgaria",103.34891811462,6709.52731467062,33.2711156561221,109.34456138821,9,"0.142583333333333",0,6914.39843478088,33.7894058033496
"3580",2010,"BG","Bulgaria",100,6843.26694975885,34.0146173754224,102.176370768913,9,"0.13375",0,6709.52731467062,33.2711156561221
"3728",2011,"BG","Bulgaria",102.09450435612,7019.17404574254,36.1355318247254,85.6647047135133,9,"0.051325",0,6843.26694975885,34.0146173754224
"3854",2012,"BG","Bulgaria",100.2488121666,7062.13497737665,39.9754759454295,96.4616178633772,9,"0.0836666666666667",0,7019.17404574254,36.1355318247254
"4094",2013,"BG","Bulgaria",102.73358917498,7136.84597816382,38.6284707039828,94.3924978075298,9,"0.0535416666666667",0,7062.13497737665,39.9754759454295
"4188",2014,"BG","Bulgaria",105.67821911431,7309.4151151672,42.9309877647001,83.3718825102562,9,"0.0308333333333333",0,7136.84597816382,38.6284707039828
"4447",2015,"BG","Bulgaria",104.37190815899,7611.55087800877,55.2234250421803,81.5513297416076,9,"0.0488888888888889",0,7309.4151151672,42.9309877647001
"225",1991,"BI","Burundi",334.83919985171,337.969699625986,15.3064331878287,83.3345705060826,-7,"5.53416666666667",0,329.412512172723,12.312709193171
"387",1992,"BI","Burundi",337.67105497798,334.201653531767,17.5252726204287,95.9981488292997,-3,"3.50833333333333",0,337.969699625986,15.3064331878287
"625",1993,"BI","Burundi",362.9457853078,307.361160150913,15.9257268054637,114.731320120499,0,"3.06416666666667",0,334.201653531767,17.5252726204287
"739",1994,"BI","Burundi",402.65387253814,290.544492798458,18.7424669401099,123.395043153805,0,"4.34833333333333",0,307.361160150913,15.9257268054637
"876",1995,"BI","Burundi",392.10057100415,263.474592491334,18.5987528228301,117.604241722386,0,"5.65333333333333",0,290.544492798458,18.7424669401099
"1039",1996,"BI","Burundi",341.25232076999,239.224622516743,12.9083314219923,132.231663124871,-5,"5.13666666666667",0,263.474592491334,18.5987528228301
"1228",1997,"BI","Burundi",319.43850606356,232.686806556098,11.042458512019,111.303811990046,-5,"5.1975",0,239.224622516743,12.9083314219923
"1442",1998,"BI","Burundi",267.92840636619,240.813816925075,6.28267410141052,126.692516081491,-1,"4.90083333333333",1,232.686806556098,11.042458512019
"1590",1999,"BI","Burundi",220.81121261747,234.866469775993,4.5921827748217,144.800649465072,-1,"4.76833333333333",1,240.813816925075,6.28267410141052
"1752",2000,"BI","Burundi",189.55152291801,228.424206734085,3.34380789134062,127.247625647928,-1,"5.99845",0,234.866469775993,4.5921827748217
"1914",2001,"BI","Burundi",171.75766212318,227.604114881242,1.64371984721538,126.496858951287,0,"3.47681166666667",0,228.424206734085,3.34380789134062
"2104",2002,"BI","Burundi",156.69687181098,231.174919320134,4.79670605045044,151.804959511159,2,"1.63307666666667",0,227.604114881242,1.64371984721538
"2255",2003,"BI","Burundi",119.45590569435,221.3986877151,4.99624725514782,175.849196871252,3,"1.02120833333333",1,231.174919320134,4.79670605045044
"2419",2004,"BI","Burundi",110.51954043933,224.689303026807,4.87311321823318,152.927943930632,5,"1.38919166666667",0,221.3986877151,4.99624725514782
"2594",2005,"BI","Burundi",111.39021172583,219.356176008148,7.80928543072218,117.128333996461,6,"3.21279166666667",0,224.689303026807,4.87311321823318
"2813",2006,"BI","Burundi",117.16770248433,223.638321579441,9.55888249317627,108.50387077474,6,"4.84720833333333",0,219.356176008148,7.80928543072218
"2990",2007,"BI","Burundi",106.85173128176,223.658433806654,12.5648816404588,104.410691517437,6,"4.45216666666667",0,223.638321579441,9.55888249317627
"3166",2008,"BI","Burundi",96.05075635018,226.744348512464,19.1713521101255,86.4965552867063,6,"1.36541666666667",0,223.658433806654,12.5648816404588
"3290",2009,"BI","Burundi",99.20070855921,227.715155985878,53.2069482259369,35.2470760566501,6,"0.142583333333333",0,226.744348512464,19.1713521101255
"3529",2010,"BI","Burundi",100,231.795536921138,53.4824103482534,30.8186476153559,6,"0.13375",0,227.715155985878,53.2069482259369
"3721",2011,"BI","Burundi",96.07578143876,233.768044787226,48.8820555345654,25.8498580237819,6,"0.051325",0,231.795536921138,53.4824103482534
"3816",2012,"BI","Burundi",87.80710375262,236.926931622013,46.2685505197683,27.0907013810953,6,"0.0836666666666667",0,233.768044787226,48.8820555345654
"4090",2013,"BI","Burundi",84.35759322456,241.330842082072,48.1719926233018,25.1670228360978,6,"0.0535416666666667",0,236.926931622013,46.2685505197683
"4189",2014,"BI","Burundi",87.05194935625,244.148862656265,45.9510709170819,22.3582191702727,6,"0.0308333333333333",0,241.330842082072,48.1719926233018
"4459",2015,"BI","Burundi",96.76576165285,227.553687837106,21.747380508842,20.4234426171714,-1,"0.0488888888888889",0,244.148862656265,45.9510709170819
"313",1991,"BO","Bolivia",32.59465666239,1401.91503777339,10.155661519772,81.5338480664061,9,"5.53416666666667",0,1358.24749282758,11.6918529613459
"440",1992,"BO","Bolivia",44.48498751606,1397.18655359555,11.0694980882074,79.4363719373775,9,"3.50833333333333",0,1401.91503777339,10.155661519772
"644",1993,"BO","Bolivia",69.27605554782,1428.3724765123,13.0088737451321,79.5715164712539,9,"3.06416666666667",0,1397.18655359555,11.0694980882074
"766",1994,"BO","Bolivia",111.14181285912,1465.81103112532,15.9642257680315,85.7830190431475,9,"4.34833333333333",0,1428.3724765123,13.0088737451321
"959",1995,"BO","Bolivia",113.47862996498,1504.40389078247,18.7432358086469,82.6069456621573,9,"5.65333333333333",0,1465.81103112532,15.9642257680315
"1141",1996,"BO","Bolivia",111.63341298052,1539.35219803403,24.6501113393511,73.0097140135691,9,"5.13666666666667",0,1504.40389078247,18.7432358086469
"1270",1997,"BO","Bolivia",113.48029182131,1584.12472964982,25.5564659826733,68.799463766941,9,"5.1975",0,1539.35219803403,24.6501113393511
"1419",1998,"BO","Bolivia",113.38000570179,1631.5826315696,21.4092199174246,68.3016433502895,9,"4.90083333333333",0,1584.12472964982,25.5564659826733
"1636",1999,"BO","Bolivia",117.17414730853,1607.217745543,22.0597787842412,69.9714453347073,9,"4.76833333333333",0,1631.5826315696,21.4092199174246
"1822",2000,"BO","Bolivia",113.78889278897,1616.54683558968,20.0786397725395,72.1614583052014,9,"5.99845",0,1607.217745543,22.0597787842412
"1985",2001,"BO","Bolivia",114.09324434825,1613.41848773507,23.8831095537107,60.5075343874079,9,"3.47681166666667",0,1616.54683558968,20.0786397725395
"2120",2002,"BO","Bolivia",118.60923670518,1623.52649934423,17.4641088303203,66.3806759415014,9,"1.63307666666667",0,1613.41848773507,23.8831095537107
"2296",2003,"BO","Bolivia",108.40068269355,1637.81629102183,18.6892475375716,75.4360039919893,8,"1.02120833333333",0,1623.52649934423,17.4641088303203
"2501",2004,"BO","Bolivia",100.1534299867,1676.23590959388,20.2136046194951,74.9809591862323,8,"1.38919166666667",0,1637.81629102183,18.6892475375716
"2677",2005,"BO","Bolivia",94.55855475573,1720.10720336709,25.7431317665938,76.0152970700805,8,"3.21279166666667",0,1676.23590959388,20.2136046194951
"2907",2006,"BO","Bolivia",93.40006425929,1771.95531453035,51.0133923333029,56.6375310682045,8,"4.84720833333333",0,1720.10720336709,25.7431317665938
"3003",2007,"BO","Bolivia",90.66663968447,1821.80587450697,104.798187240451,40.1428988123208,8,"4.45216666666667",0,1771.95531453035,51.0133923333029
"3238",2008,"BO","Bolivia",95.20078839053,1901.90883707948,135.281056301254,35.3605348443211,8,"1.36541666666667",0,1821.80587450697,104.798187240451
"3436",2009,"BO","Bolivia",103.59428190144,1933.74928791649,148.199196397338,34.7160886666341,7,"0.142583333333333",0,1901.90883707948,135.281056301254
"3494",2010,"BO","Bolivia",100,1981.17011618476,168.29549155666,30.7785056677601,7,"0.13375",0,1933.74928791649,148.199196397338
"3695",2011,"BO","Bolivia",97.8103208232,2051.16203580266,193.856247936315,27.1350298658961,7,"0.051325",0,1981.17011618476,168.29549155666
"3870",2012,"BO","Bolivia",102.93142650455,2122.39464651008,210.257645642507,26.0162320703586,7,"0.0836666666666667",0,2051.16203580266,193.856247936315
"4071",2013,"BO","Bolivia",107.16838664705,2231.48784159567,177.104400071507,28.3365793308717,7,"0.0535416666666667",0,2122.39464651008,210.257645642507
"4225",2014,"BO","Bolivia",114.17864907863,2317.2681944397,170.199989881334,28.4013465160851,7,"0.0308333333333333",0,2231.48784159567,177.104400071507
"4471",2015,"BO","Bolivia",131.93254613775,2392.99534124368,131.812691754797,31.0610650789437,7,"0.0488888888888889",0,2317.2681944397,170.199989881334
"61",1990,"BR","Brazil",9150000,7965.09485184358,8.30972781180754,26.7554903586794,8,"7.74166666666667",0,2392.99534124368,131.812691754797
"263",1991,"BR","Brazil",1270481.48593352,7945.89594638493,7.74014031488526,20.5882258640536,8,"5.53416666666667",1,7965.09485184358,8.30972781180754
"426",1992,"BR","Brazil",145744.504631978,7776.38717780631,18.335178588388,32.957247563243,8,"3.50833333333333",1,7945.89594638493,7.74014031488526
"629",1993,"BR","Brazil",11046.4362557867,8006.13042508704,22.3013176322159,33.8529303760629,8,"3.06416666666667",1,7776.38717780631,18.335178588388
"783",1994,"BR","Brazil",340.69907820313,8297.38396462241,25.3825964581897,28.467227376877,8,"4.34833333333333",1,8006.13042508704,22.3013176322159
"972",1995,"BR","Brazil",155.46694402284,8525.5160323454,32.2073979817239,21.239335538025,8,"5.65333333333333",1,8297.38396462241,25.3825964581897
"1144",1996,"BR","Brazil",147.36620795494,8575.45846514609,33.0883486798421,21.9685575454732,8,"5.13666666666667",0,8525.5160323454,32.2073979817239
"1325",1997,"BR","Brazil",146.20811433191,8727.30270214347,26.2380357875614,23.2720243169076,8,"5.1975",0,8575.45846514609,33.0883486798421
"1518",1998,"BR","Brazil",143.27777801304,8621.70518212125,18.3832582481007,29.3140902422944,8,"4.90083333333333",0,8727.30270214347,26.2380357875614
"1693",1999,"BR","Brazil",93.96130283542,8532.25830950634,14.8266443573618,43.148074793585,8,"4.76833333333333",1,8621.70518212125,18.3832582481007
"1855",2000,"BR","Brazil",96.75390412122,8778.1801893943,13.6138995638319,38.6849626479657,8,"5.99845",0,8532.25830950634,14.8266443573618
"2035",2001,"BR","Brazil",77.89674252111,8776.8583001573,15.5968383863981,43.0444885080385,8,"3.47681166666667",1,8778.1801893943,13.6138995638319
"2143",2002,"BR","Brazil",72.95669147146,8924.34171126368,16.310884496721,47.6760522029854,8,"1.63307666666667",0,8776.8583001573,15.5968383863981
"2332",2003,"BR","Brazil",61.60611908647,8910.84811141039,20.8968285424905,44.1321874607806,8,"1.02120833333333",1,8924.34171126368,16.310884496721
"2453",2004,"BR","Brazil",62.61130061316,9309.00814820802,23.9856828532186,34.2815849631233,8,"1.38919166666667",0,8910.84811141039,20.8968285424905
"2602",2005,"BR","Brazil",74.06387796809,9495.10453858067,28.5612586000166,21.9861323970348,8,"3.21279166666667",0,9309.00814820802,23.9856828532186
"2819",2006,"BR","Brazil",82.22435150072,9761.88407133981,44.1798907401888,18.2901699767996,8,"4.84720833333333",0,9495.10453858067,28.5612586000166
"2983",2007,"BR","Brazil",88.80300980929,10245.2386462523,75.6291960492218,17.8119753550679,8,"4.45216666666667",0,9761.88407133981,44.1798907401888
"3224",2008,"BR","Brazil",92.60754408193,10658.2185665755,73.6938698251339,16.2885452527206,8,"1.36541666666667",0,10245.2386462523,75.6291960492218
"3367",2009,"BR","Brazil",89.3233641334,10540.1085443515,84.6932358736113,17.7346605098733,8,"0.142583333333333",0,10658.2185665755,73.6938698251339
"3606",2010,"BR","Brazil",100,11224.1540829355,81.6169209663573,16.4347234362008,8,"0.13375",0,10540.1085443515,84.6932358736113
"3796",2011,"BR","Brazil",101.94363411692,11559.2120127589,87.1213054815551,15.8570416901769,8,"0.051325",0,11224.1540829355,81.6169209663573
"3932",2012,"BR","Brazil",90.67990690715,11671.1856207641,84.7101277215092,18.2570185104954,8,"0.0836666666666667",0,11559.2120127589,87.1213054815551
"4076",2013,"BR","Brazil",83.44033717192,11912.144552308,74.1715827368393,19.8019419239714,8,"0.0535416666666667",0,11671.1856207641,84.7101277215092
"4251",2014,"BR","Brazil",80.50301874518,11866.3860130573,65.28235270211,23.133865551163,8,"0.0308333333333333",0,11912.144552308,74.1715827368393
"4497",2015,"BR","Brazil",63.6514758776,11348.4388031039,65.5993215777231,30.7918401917732,8,"0.0488888888888889",1,11866.3860130573,65.28235270211
"317",1991,"CF","Central African Republic",157.4530455958,454.529321082811,13.4617554213754,58.3416963205188,-6,"5.53416666666667",0,468.690923780549,17.5960656051704
"447",1992,"CF","Central African Republic",168.07081184423,414.176346303553,12.7573443597529,58.2834426599908,-6,"3.50833333333333",0,454.529321082811,13.4617554213754
"596",1993,"CF","Central African Republic",176.39627211543,404.40716510346,13.2925265398816,69.4511536363855,5,"3.06416666666667",0,414.176346303553,12.7573443597529
"830",1994,"CF","Central African Republic",99.08320412931,412.999862072528,24.1288509426698,106.945358428405,5,"4.34833333333333",1,404.40716510346,13.2925265398816
"994",1995,"CF","Central African Republic",102.1496742072,431.498901292062,25.1533037199963,86.439093710409,5,"5.65333333333333",0,412.999862072528,24.1288509426698
"1173",1996,"CF","Central African Republic",102.88215686659,404.22516795766,25.3384588527757,94.5307392208779,5,"5.13666666666667",0,431.498901292062,25.1533037199963
"1334",1997,"CF","Central African Republic",99.25128071528,415.787533649255,20.5883095985911,95.7652571848649,5,"5.1975",0,404.22516795766,25.3384588527757
"1464",1998,"CF","Central African Republic",99.89062973601,425.639907439052,16.2058947233851,96.8603909493631,5,"4.90083333333333",0,415.787533649255,20.5883095985911
"1626",1999,"CF","Central African Republic",97.97955518589,431.472771560185,15.0950296135031,93.2273236438922,5,"4.76833333333333",0,425.639907439052,16.2058947233851
"1709",2000,"CF","Central African Republic",93.74243060652,411.938394336566,15.6859121741735,96.4027079482415,5,"5.99845",0,431.472771560185,15.0950296135031
"1922",2001,"CF","Central African Republic",94.18902717559,421.659423950813,14.5934645183715,90.3464914782126,5,"3.47681166666667",0,411.938394336566,15.6859121741735
"2112",2002,"CF","Central African Republic",95.61786460979,428.477457458053,11.7252718416344,110.309048969602,5,"1.63307666666667",0,421.659423950813,14.5934645183715
"2227",2003,"CF","Central African Republic",99.65897677786,397.811539326012,12.878026889534,93.6037554335226,-1,"1.02120833333333",0,428.477457458053,11.7252718416344
"2478",2004,"CF","Central African Republic",101.11365177593,414.030452086432,13.7182083755699,88.8930384237753,-1,"1.38919166666667",0,397.811539326012,12.878026889534
"2721",2005,"CF","Central African Republic",99.69982999765,410.415055276018,13.87122551435,78.7240459965356,-1,"3.21279166666667",0,414.030452086432,13.7182083755699
"2885",2006,"CF","Central African Republic",99.63724010061,422.438907835757,12.6222109645707,72.3972712488994,-1,"4.84720833333333",0,410.415055276018,13.87122551435
"2927",2007,"CF","Central African Republic",102.61231930194,434.250704408774,8.92043782348001,61.0513810825762,-1,"4.45216666666667",0,422.438907835757,12.6222109645707
"3109",2008,"CF","Central African Republic",105.21032856704,436.073948818081,13.1636475011837,50.8932502409952,-1,"1.36541666666667",0,434.250704408774,8.92043782348001
"3362",2009,"CF","Central African Republic",104.35142959749,437.601617257694,38.2460338560313,27.8666889728147,-1,"0.142583333333333",0,436.073948818081,13.1636475011837
"3541",2010,"CF","Central African Republic",100,446.443687795492,28.5623752849204,31.7848865102321,-1,"0.13375",0,437.601617257694,38.2460338560313
"3703",2011,"CF","Central African Republic",100.81023903887,458.33301804458,27.0394124390409,25.9114333561674,-1,"0.051325",0,446.443687795492,28.5623752849204
"3919",2012,"CF","Central African Republic",97.8445478831,475.667641494253,27.3452982225368,26.4767570428383,-1,"0.0836666666666667",0,458.33301804458,27.0394124390409
"4135",2013,"CF","Central African Republic",101.27879220086,300.479742133186,32.3990951821219,39.2178979606111,0,"0.0535416666666667",0,475.667641494253,27.3452982225368
"4218",2014,"CF","Central African Republic",102.96119463278,302.54653077654,39.2233752335252,38.6987849435866,0,"0.0308333333333333",0,300.479742133186,32.3990951821219
"4366",2015,"CF","Central African Republic",98.62135328204,314.926685576165,31.3315446462188,42.8969424492342,0,"0.0488888888888889",0,302.54653077654,39.2233752335252
"305",1991,"CM","Cameroon",131.44724472893,1261.03935685537,0.792474695908458,58.0394930168258,-8,"5.53416666666667",0,1349.632653668,0.564952839714012
"470",1992,"CM","Cameroon",149.75608846718,1187.65853245969,0.403897804211297,69.9022129226192,-4,"3.50833333333333",0,1261.03935685537,0.792474695908458
"594",1993,"CM","Cameroon",166.00825655906,1063.46149763457,0.182718151594975,52.4461904255703,-4,"3.06416666666667",0,1187.65853245969,0.403897804211297
"756",1994,"CM","Cameroon",93.24980747909,1056.98901028157,0.14682797583615,93.0915408838296,-4,"4.34833333333333",1,1063.46149763457,0.182718151594975
"896",1995,"CM","Cameroon",98.5752053643,1065.11952581218,0.140340684731432,120.155655024955,-4,"5.65333333333333",0,1056.98901028157,0.14682797583615
"1040",1996,"CM","Cameroon",99.32040976616,1083.28482197049,0.124910125026134,111.607676575312,-4,"5.13666666666667",0,1065.11952581218,0.140340684731432
"1284",1997,"CM","Cameroon",95.70903068884,1111.5513801131,0.088875288313466,105.155906491418,-4,"5.1975",0,1083.28482197049,0.124910125026134
"1461",1998,"CM","Cameroon",97.20043957216,1132.95202570218,0.0875748372697851,111.578038640573,-4,"4.90083333333333",0,1111.5513801131,0.088875288313466
"1665",1999,"CM","Cameroon",95.50510808671,1152.35454824197,0.121890510077018,100.323427685907,-4,"4.76833333333333",0,1132.95202570218,0.0875748372697851
"1797",2000,"CM","Cameroon",90.71911474414,1163.43141018675,2.08515850769385,111.282804067369,-4,"5.99845",0,1152.35454824197,0.121890510077018
"1986",2001,"CM","Cameroon",91.70380348187,1183.43807008281,3.48877611232073,100.75814921374,-4,"3.47681166666667",0,1163.43141018675,2.08515850769385
"2108",2002,"CM","Cameroon",94.07962078585,1201.91208256337,6.22143063037282,94.3097177418068,-4,"1.63307666666667",0,1183.43807008281,3.48877611232073
"2351",2003,"CM","Cameroon",98.55523908419,1224.16102584814,5.71639895075199,81.3516193641994,-4,"1.02120833333333",0,1201.91208256337,6.22143063037282
"2472",2004,"CM","Cameroon",100.31215528581,1272.85120374741,7.76019862968721,63.7516138816937,-4,"1.38919166666667",0,1224.16102584814,5.71639895075199
"2608",2005,"CM","Cameroon",98.59471861183,1264.15439961956,12.529018018349,44.1130538541253,-4,"3.21279166666667",0,1272.85120374741,7.76019862968721
"2826",2006,"CM","Cameroon",98.17446248031,1272.88267360431,50.7601012640671,17.8944822813786,-4,"4.84720833333333",0,1264.15439961956,12.529018018349
"3072",2007,"CM","Cameroon",101.12190923533,1299.29092844776,95.0152651517691,14.1118879778102,-4,"4.45216666666667",0,1272.88267360431,50.7601012640671
"3209",2008,"CM","Cameroon",103.67380259444,1308.23549853739,109.77966704657,10.907155513834,-4,"1.36541666666667",0,1299.29092844776,95.0152651517691
"3332",2009,"CM","Cameroon",104.62591641221,1300.84144032267,113.53585399669,12.4972699599392,-4,"0.142583333333333",0,1308.23549853739,109.77966704657
"3542",2010,"CM","Cameroon",100,1309.12220801948,114.163053613066,12.3290518754139,-4,"0.13375",0,1300.84144032267,113.53585399669
"3667",2011,"CM","Cameroon",101.19466347834,1326.64601488757,103.354378917341,10.6596416087821,-4,"0.051325",0,1309.12220801948,114.163053613066
"3832",2012,"CM","Cameroon",98.11640158879,1349.95171308948,86.9455564928217,13.5674498053485,-4,"0.0836666666666667",0,1326.64601488757,103.354378917341
"4003",2013,"CM","Cameroon",101.67212342772,1385.23543669028,67.1279387272519,16.3013357070019,-4,"0.0535416666666667",0,1349.95171308948,86.9455564928217
"4268",2014,"CM","Cameroon",103.30655997121,1428.21567329132,55.0243916554934,16.615484852067,-4,"0.0308333333333333",0,1385.23543669028,67.1279387272519
"4510",2015,"CM","Cameroon",99.48229685962,1469.6377414656,48.7612396978372,23.7936504833165,-4,"0.0488888888888889",0,1428.21567329132,55.0243916554934
"152",1990,"CN","China",145.47591666667,730.772489044822,62.3413783151308,15.2841148736389,-7,"7.74166666666667",0,1469.6377414656,48.7612396978372
"300",1991,"CN","China",130.63340535075,787.867435156269,79.9297533528531,15.6862735311274,-7,"5.53416666666667",0,730.772489044822,62.3413783151308
"471",1992,"CN","China",123.11794871881,888.911004119008,34.3135943473991,16.9568730916294,-7,"3.50833333333333",0,787.867435156269,79.9297533528531
"595",1993,"CN","China",119.04994904438,1000.61180975351,31.8268724143454,19.3614205283241,-7,"3.06416666666667",0,888.911004119008,34.3135943473991
"744",1994,"CN","China",72.24632089322,1118.49957748173,57.5185549642819,17.8339937869236,-7,"4.34833333333333",1,1000.61180975351,31.8268724143454
"946",1995,"CN","China",71.73191636898,1227.55640691521,67.9893035611938,16.3384237375498,-7,"5.65333333333333",0,1118.49957748173,57.5185549642819
"1081",1996,"CN","China",76.33118184235,1335.36268011202,86.7345329658135,15.1316360848456,-7,"5.13666666666667",0,1227.55640691521,67.9893035611938
"1309",1997,"CN","China",83.21126398306,1443.77474185404,99.8303023346247,15.4320329838793,-7,"5.1975",0,1335.36268011202,86.7345329658135
"1456",1998,"CN","China",93.57505619269,1542.06412996664,106.135959538575,14.2243032239148,-7,"4.90083333333333",0,1443.77474185404,99.8303023346247
"1633",1999,"CN","China",91.79541554245,1645.98799567879,108.634133232417,13.7639009227622,-7,"4.76833333333333",0,1542.06412996664,106.135959538575
"1821",2000,"CN","China",93.51229495693,1771.74150579539,117.915349993465,12.1725352694673,-7,"5.99845",0,1645.98799567879,108.634133232417
"1942",2001,"CN","China",98.70189426496,1905.61078010947,119.547149172704,13.9427454242512,-7,"3.47681166666667",0,1771.74150579539,117.915349993465
"2102",2002,"CN","China",98.27038442444,2065.71857925612,160.754013503086,12.7242183867337,-7,"1.63307666666667",0,1905.61078010947,119.547149172704
"2292",2003,"CN","China",92.21584356552,2258.91210541049,201.49503366805,12.5179984152701,-7,"1.02120833333333",0,2065.71857925612,160.754013503086
"2467",2004,"CN","China",88.01594802119,2472.58655569402,253.475075246292,12.6018511132215,-7,"1.38919166666667",0,2258.91210541049,201.49503366805
"2671",2005,"CN","China",87.85892791498,2738.2054599526,293.463045624776,12.4813938728271,-7,"3.21279166666667",0,2472.58655569402,253.475075246292
"2833",2006,"CN","China",89.87769333355,3069.30478095137,334.459851108418,11.7632287836646,-7,"4.84720833333333",0,2738.2054599526,293.463045624776
"3082",2007,"CN","China",91.13656440563,3487.84576561013,414.06724712621,10.4897186684975,-7,"4.45216666666667",0,3069.30478095137,334.459851108418
"3268",2008,"CN","China",97.1581104159,3805.02599866378,517.153941191935,8.21663330580204,-7,"1.36541666666667",0,3487.84576561013,414.06724712621
"3388",2009,"CN","China",101.98958992425,4142.03828597868,547.935238466363,8.7752446684465,-7,"0.142583333333333",0,3805.02599866378,517.153941191935
"3545",2010,"CN","China",100,4560.51258600929,396.193969393701,12.0908645086296,-7,"0.13375",0,4142.03828597868,547.935238466363
"3722",2011,"CN","China",100.13082576483,4971.544928635,311.644410341383,13.9206928339024,-7,"0.051325",0,4560.51258600929,396.193969393701
"3851",2012,"CN","China",105.12893366036,5336.06014319861,297.607792718975,13.3272851467233,-7,"0.0836666666666667",0,4971.544928635,311.644410341383
"4055",2013,"CN","China",110.68049206618,5721.69381888796,263.68075329669,15.4429079199061,-7,"0.0535416666666667",0,5336.06014319861,297.607792718975
"4294",2014,"CN","China",114.09904552273,6108.23877494863,220.284161965036,16.8684616701535,-7,"0.0308333333333333",0,5721.69381888796,263.68075329669
"4496",2015,"CN","China",124.95897677877,6496.62401255517,256.83191084356,12.028335028658,-7,"0.0488888888888889",0,6108.23877494863,220.284161965036
"120",1990,"CO","Colombia",146.00083333333,4310.50987185768,27.962043784239,45.5866169047576,8,"7.74166666666667",0,6496.62401255517,256.83191084356
"249",1991,"CO","Colombia",127.8050783514,4315.54435800022,39.3394416280606,44.1121644165066,9,"5.53416666666667",0,4310.50987185768,27.962043784239
"469",1992,"CO","Colombia",116.99837663648,4409.04835753884,45.029894877321,37.1954846179607,9,"3.50833333333333",0,4315.54435800022,39.3394416280606
"578",1993,"CO","Colombia",123.60862798635,4564.78586851358,41.8582762505857,35.644162056888,9,"3.06416666666667",0,4409.04835753884,45.029894877321
"672",1994,"CO","Colombia",140.21520896871,4747.7883878418,36.4172780800022,27.7247251228049,9,"4.34833333333333",0,4564.78586851358,41.8582762505857
"845",1995,"CO","Colombia",132.58824176473,4912.28873440156,33.3055498022551,27.9090389799713,7,"5.65333333333333",0,4747.7883878418,36.4172780800022
"1017",1996,"CO","Colombia",133.48413358814,4933.29290149761,33.9916833021231,30.7408164303266,7,"5.13666666666667",0,4912.28873440156,33.3055498022551
"1271",1997,"CO","Colombia",130.93828843262,5023.77765143468,30.6630998340312,30.9791470022698,7,"5.1975",0,4933.29290149761,33.9916833021231
